Name,Total_Time,Artist,Album,Genre,Genre_2,Genre_3,Location
Destroying the Cosmos,06:47.373,Vektor,Black Future,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Vektor/Black Future/03 Destroying the Cosmos.m4a
Devil's Soldiers,03:25.853,Destruction,Sentence of Death,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Destruction/Sentence of Death/06 Devil's Soldiers.m4a
Dictators of Cruelty,04:31.493,Destruction,The Antichrist,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Destruction/The Antichrist/04 Dictators of Cruelty.m4a
Die By My Hand,03:46.226,Coroner,No More Color,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Coroner/No More Color/01 Die By My Hand.m4a
Die By the Sword,03:36.933,Slayer,Show No Mercy,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Slayer/Show No Mercy/03 Die By the Sword.m4a
Die You Fucking Pig,03:00.333,Deströyer 666,Wildfire,Thrash Metal,Black Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Deströyer 666/Wildfire/08 Die You Fucking Pig.m4a
Dies Irae,05:12.173,Bathory,Blood Fire Death,Thrash Metal,Black Metal,Speed Metal,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Bathory/Blood Fire Death/07 Dies Irae.m4a
Discipline,02:32.946,Razor,Violent Restitution,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Razor/Violent Restitution/13 Discipline.m4a
Disease Bigotry,04:50.506,Znöwhite,Act of God,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Znöwhite/Act of God/07 Disease Bigotry.m4a
Disposable Heroes,08:16.626,Metallica,Master of Puppets,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Metallica/Master of Puppets/05 Disposable Heroes.m4a
Dissident Aggressor,02:35.200,Slayer,South of Heaven,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Slayer/South of Heaven/09 Dissident Aggressor.m4a
DNS Madness,04:00.466,Risk,The Daily Horror News,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Risk/The Daily Horror News/03 DNS Madness.m4a
Do Dark Horses Dream of Nightmares?,06:26.493,Sabbat,Dreamweaver,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Sabbat/Dreamweaver/04 Do Dark Horses Dream of Nightmares_.m4a
Don't Burn the Witch - At War With Satan (Introduction),05:37.160,Venom,Black Metal,Thrash Metal,Speed Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Venom/Black Metal/10 Don't Burn the Witch - At War With Satan (Introduction).m4a
Don't Panic,04:24.293,Tankard,Chemical Invasion,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Tankard/Chemical Invasion/04 Don't Panic.m4a
Donít Believe,04:40.493,Artillery,By Inheritance,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Artillery/By Inheritance/06 Donít Believe.m4a
Dreams of Death,05:40.133,Flotsam and Jetsam,No Place for Disgrace,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Flotsam and Jetsam/No Place for Disgrace/02 Dreams of Death.m4a
Dying In Analog,08:11.306,Deceased,Surreal Overdose,Thrash Metal,Death Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/_Deceased/_Surreal Overdose/08 Dying In Analog.m4a
Dying Race Apocalypse,04:40.746,Kreator,Enemy of God,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Kreator/Enemy of God/10 Dying Race Apocalypse.m4a
Dystopia,03:41.026,Kreator,Enemy of God,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Kreator/Enemy of God/05 Dystopia.m4a
Ease My Pain,04:00.160,Headhunter,Parody of Life,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Headhunter/Parody of Life/02 Ease My Pain.m4a
Edge of the Razor,04:14,Razor,Violent Restitution,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Razor/Violent Restitution/10 Edge of the Razor.m4a
Eleanor Rigby,01:58.933,Realm,Endless War,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Realm/Endless War/06 Eleanor Rigby.m4a
Electric Crown,05:30.160,Testament,The Ritual,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Testament/The Ritual/02 Electric Crown.m4a
Electro-Violence,03:45.453,Overkill,Taking Over,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Overkill/Taking Over/08 Electro-Violence.m4a
Eminence,05:23.533,Realm,Endless War,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Realm/Endless War/03 Eminence.m4a
Endless War,03:26.693,Realm,Endless War,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Realm/Endless War/01 Endless War.m4a
Enemy of God,05:43.920,Kreator,Enemy of God,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Kreator/Enemy of God/01 Enemy of God.m4a
Enforcer,03:44.666,Razor,Violent Restitution,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Razor/Violent Restitution/07 Enforcer.m4a
Enter the Eternal Fire,06:57.360,Bathory,Under the Sign of the Black Mark,Thrash Metal,Black Metal,Speed Metal,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Bathory/Under the Sign of the Black Mark/05 Enter the Eternal Fire.m4a
Epidemic,02:23.040,Slayer,Reign In Blood,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Slayer/Reign In Blood/08 Epidemic.m4a
Equal At First,04:24.226,Artillery,By Inheritance,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Artillery/By Inheritance/08 Equal At First.m4a
Equimanthorn,03:40.453,Bathory,Under the Sign of the Black Mark,Thrash Metal,Black Metal,Speed Metal,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Bathory/Under the Sign of the Black Mark/04 Equimanthorn.m4a
Escalation,03:24.413,Kreator,Hordes of Chaos,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Kreator/Hordes of Chaos/03 Escalation.m4a
Escape,04:23.866,Metallica,Ride the Lightning,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Metallica/Ride the Lightning/06 Escape.m4a
Escape From Within,06:47.866,Flotsam and Jetsam,No Place for Disgrace,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Flotsam and Jetsam/No Place for Disgrace/04 Escape From Within.m4a
Eternal Ban,03:35.293,Destruction,Eternal Devastation,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Destruction/Eternal Devastation/05 Eternal Ban.m4a
Eternal Nightmare,06:11.093,Vio-Lence,Eternal Nightmare,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Vio-Lence/Eternal Nightmare/01 Eternal Nightmare.m4a
Eternal Summer,04:30.680,Celtic Frost,To Mega Therion,Thrash Metal,Death Metal,Black Metal,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Celtic Frost/To Mega Therion/05 Eternal Summer.m4a
Eve of the Storm,03:19.986,Razor,Violent Restitution,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Razor/Violent Restitution/11 Eve of the Storm.m4a
Events in Concealment,05:32.640,Deathrow,Deception Ignored,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Deathrow/Deception Ignored/01 Events in Concealment.m4a
Evil Has No Boundaries,03:09.266,Slayer,Show No Mercy,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Slayer/Show No Mercy/01 Evil Has No Boundaries.m4a
Evil Warriors,03:43.760,Possessed,Seven Churches,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Possessed/Seven Churches/04 Evil Warriors.m4a
Exodus,04:05.520,Exodus,Bonded By Blood,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Exodus/Bonded By Blood/02 Exodus.m4a
F.E.A.R.,04:46.560,Testament,The Formation of Damnation,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Testament/The Formation of Damnation/10 F.E.A.R..m4a
F.U.N.,03:12.160,Tankard,The Morning After,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Tankard/The Morning After/05 F.U.N..m4a
Fade to Black,06:57.226,Metallica,Ride the Lightning,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Metallica/Ride the Lightning/04 Fade to Black.m4a
Fainted Eyes,05:04.680,Celtic Frost,To Mega Therion,Thrash Metal,Death Metal,Black Metal,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Celtic Frost/To Mega Therion/08 Fainted Eyes.m4a
Fall of the Temple of Solomon,04:05.573,Antichrist,Sinful Birth,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Antichrist/Sinful Birth/09 Fall of the Temple of Solomon.m4a
Fallen Angel,03:57.986,Possessed,Seven Churches,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Possessed/Seven Churches/09 Fallen Angel.m4a
Farewell to a Slut,04:09.666,Tankard,Chemical Invasion,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Tankard/Chemical Invasion/08 Farewell to a Slut.m4a
Fatal If Swallowed,06:46.560,Overkill,Taking Over,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Overkill/Taking Over/05 Fatal If Swallowed.m4a
Fate's Wind,03:42.466,Realm,Endless War,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Realm/Endless War/04 Fate's Wind.m4a
Fear His Name,05:24.933,Overkill,Taking Over,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Overkill/Taking Over/03 Fear His Name.m4a
Fed Up,02:30.786,Razor,Violent Restitution,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Razor/Violent Restitution/14 Fed Up.m4a
Feed the Lohocla,03:59.440,Tankard,The Morning After,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Tankard/The Morning After/09 Feed the Lohocla.m4a
Fight Fire With Fire,04:44.506,Metallica,Ride the Lightning,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Metallica/Ride the Lightning/01 Fight Fire With Fire.m4a
Fight Till Death,03:37.333,Slayer,Show No Mercy,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Slayer/Show No Mercy/04 Fight Till Death.m4a
Final Metal Attack,03:36.293,Abigail,Sweet Baby Metal Slut,Thrash Metal,Black Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Abigail/Sweet Baby Metal Slut/08 Final Metal Attack.m4a
Finished With the Dogs,02:28.133,Holy Moses,Finished With the Dogs,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Holy Moses/Finished With the Dogs/01 Finished With the Dogs.m4a
Five Magics,05:39.693,Megadeth,Rust In Peace,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Megadeth/Rust In Peace/04 Five Magics.m4a
For a Thousand Beers,07:23.800,Tankard,Chemical Invasion,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Tankard/Chemical Invasion/06 For a Thousand Beers.m4a
For All Those Who Died,04:57.600,Bathory,Blood Fire Death,Thrash Metal,Black Metal,Speed Metal,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Bathory/Blood Fire Death/06 For All Those Who Died.m4a
For Dear Life,03:26.026,Prong,Beg to Differ,Thrash Metal,Hardcore Punk,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Prong/Beg To Differ/01 For Dear Life.m4a
For Those Who Died,06:22.266,Sabbat,History of a Time to Come,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Sabbat/History of a Time to Come/07 For Those Who Died.m4a
For Whom the Bell Tolls,05:09.973,Metallica,Ride the Lightning,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Metallica/Ride the Lightning/03 For Whom the Bell Tolls.m4a
Force of Habit,03:40,Headhunter,Parody of Life,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Headhunter/Parody of Life/05 Force of Habit.m4a
Forests of Legend,10:16.560,Vektor,Black Future,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Vektor/Black Future/04 Forests of Legend.m4a
Fortress of Desperation,03:51.333,Holy Moses,Finished With the Dogs,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Holy Moses/Finished With the Dogs/05 Fortress of Desperation.m4a
Fried Alive,04:40.400,Coroner,R.I.P.,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Coroner/R.I.P_/10 Fried Alive.m4a
Fuck Off and Die,03:37.453,Voivod,Rrröööaaarrr,Thrash Metal,Speed Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Voivod/Rrröööaaarrr/02 Fuck Off and Die.m4a
Ghosts of War,03:53.453,Slayer,South of Heaven,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Slayer/South of Heaven/06 Ghosts of War.m4a
Godfather of Slander,04:09.226,Destruction,The Antichrist,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Destruction/The Antichrist/09 Godfather of Slander.m4a
Hail Yakuza,07:38.973,Abigail,Intercourse and Lust,Thrash Metal,Black Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Abigail/Intercourse and Lust/09 Hail Yakuza.m4a
Hangar 18,05:11.200,Megadeth,Rust In Peace,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Megadeth/Rust In Peace/02 Hangar 18.m4a
Hard On You,04:51,Flotsam and Jetsam,No Place for Disgrace,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Flotsam and Jetsam/No Place for Disgrace/06 Hard On You.m4a
Hardening of the Arteries,03:55.306,Slayer,Hell Awaits,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Slayer/Hell Awaits/07 Hardening of the Arteries.m4a
Heaven's on Fire,03:42,Venom,Black Metal,Thrash Metal,Speed Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Venom/Black Metal/08 Heaven's on Fire.m4a
Hell Awaits,06:16.160,Slayer,Hell Awaits,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Slayer/Hell Awaits/01 Hell Awaits.m4a
Hellfire and Damnation,02:45.381,Abigail,Forever Street Metal Bitch,Thrash Metal,Black Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Abigail/Forever Street Metal Bitch/02 Hellfire and Damnation.m4a
Help Yourself,05:03.160,Tankard,The Morning After,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Tankard/The Morning After/10 Help Yourself.m4a
Henchmen Ride,04:00.693,Testament,The Formation of Damnation,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Testament/The Formation of Damnation/07 Henchmen Ride.m4a
Hey Slut!,03:00.767,Abigail,Forever Street Metal Bitch,Thrash Metal,Black Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Abigail/Forever Street Metal Bitch/08 Hey Slut!.m4a
Hidden Dictator,04:50.893,Kreator,Coma of Souls,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Kreator/Coma of Souls/09 Hidden Dictator.m4a
Hit the Lights,04:15.866,Metallica,Kill 'Em All,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Metallica/Kill 'Em All/01 Hit the Lights.m4a
Holocaust,03:25.800,Bathory,Blood Fire Death,Thrash Metal,Black Metal,Speed Metal,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Bathory/Blood Fire Death/05 Holocaust.m4a
Holy Hell,04:12.186,Possessed,Seven Churches,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Possessed/Seven Churches/07 Holy Hell.m4a
Holy Wars,04:25.546,Détente,Recognize No Authority,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Détente/Recognize No Authority/04 Holy Wars.m4a
Holy Wars... the Punishment Due,06:32.600,Megadeth,Rust In Peace,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Megadeth/Rust In Peace/01 Holy Wars... the Punishment Due.m4a
Hordes of Chaos (A Necrologue for the Elite),05:04.173,Kreator,Hordes of Chaos,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Kreator/Hordes of Chaos/01 Hordes of Chaos (A Necrologue for the Elite).m4a
Horned Is the Hunter,08:09.253,Sabbat,History of a Time to Come,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Sabbat/History of a Time to Come/05 Horned Is the Hunter.m4a
Horror,04:10.306,Voivod,Rrröööaaarrr,Thrash Metal,Speed Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Voivod/Rrröööaaarrr/05 Horror.m4a
Hosanna In Excelsis,04:01.466,Sabbat,History of a Time to Come,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Sabbat/History of a Time to Come/03 Hosanna In Excelsis.m4a
Hounds at ya Back,05:14.026,Deströyer 666,Wildfire,Thrash Metal,Black Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Deströyer 666/Wildfire/04 Hounds at ya Back.m4a
House of Raining Blood,03:46.133,Witchery,Restless & Dead,Thrash Metal,Black Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Witchery/Restless & Dead/07 House of Raining Blood.m4a
How Have the Mighty Fallen?,08:16.813,Sabbat,Dreamweaver,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Sabbat/Dreamweaver/06 How Have the Mighty Fallen_.m4a
Hunger for Violence,05:30.693,Vektor,Black Future,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Vektor/Black Future/05 Hunger for Violence.m4a
Hymn to Dionysus,05:49.053,Deströyer 666,Wildfire,Thrash Metal,Black Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Deströyer 666/Wildfire/05 Hymn to Dionysus.m4a
Hypertension,03:19.933,Razor,Violent Restitution,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Razor/Violent Restitution/02 Hypertension.m4a
I for an Eye,05:24.586,Sabbat,History of a Time to Come,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Sabbat/History of a Time to Come/06 I for an Eye.m4a
I Live You Die,05:49.173,Flotsam and Jetsam,No Place for Disgrace,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Flotsam and Jetsam/No Place for Disgrace/07 I Live You Die.m4a
I Won't Dance (The Elders' Orient),04:32.506,Celtic Frost,Into the Pandemonium,Thrash Metal,Death Metal,Black Metal,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Celtic Frost/Into the Pandemonium/08 I Won't Dance (The Elders' Orient).m4a
I'll Only Say It Once,02:26.906,Razor,Violent Restitution,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Razor/Violent Restitution/06 I'll Only Say It Once.m4a
Impossible Brutality,04:30.640,Kreator,Enemy of God,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Kreator/Enemy of God/02 Impossible Brutality.m4a
In League With Satan,03:32.466,Venom,Welcome to Hell,Thrash Metal,Speed Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Venom/Welcome to Hell/10 In League With Satan.m4a
In the Laboratory of Joyous Gloom,06:44.680,Deceased,Surreal Overdose,Thrash Metal,Death Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/_Deceased/_Surreal Overdose/06 In the Laboratory of Joyous Gloom.m4a
In the Slaughterhouse,02:30.666,Holy Moses,Finished With the Dogs,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Holy Moses/Finished With the Dogs/04 In the Slaughterhouse.m4a
In Union We Stand,04:26.080,Overkill,Taking Over,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Overkill/Taking Over/07 In Union We Stand.m4a
Inner Sanctum,05:15.786,Celtic Frost,Into the Pandemonium,Thrash Metal,Death Metal,Black Metal,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Celtic Frost/Into the Pandemonium/03 Inner Sanctum.m4a
"Intermentrual, D.S.B.",03:12.826,Prong,Beg to Differ,Thrash Metal,Hardcore Punk,NA,"///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Prong/Beg To Differ/07 Intermentrual, D.S.B..m4a"
Into Purgatory,04:05.466,Witchery,Restless & Dead,Thrash Metal,Black Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Witchery/Restless & Dead/08 Into Purgatory.m4a
It's Your Fate,03:16.426,Détente,Recognize No Authority,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Détente/Recognize No Authority/03 It's Your Fate.m4a
Jesus Saves,02:54.386,Slayer,Reign In Blood,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Slayer/Reign In Blood/05 Jesus Saves.m4a
Jewel Throne,04:01.920,Celtic Frost,To Mega Therion,Thrash Metal,Death Metal,Black Metal,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Celtic Frost/To Mega Therion/03 Jewel Throne.m4a
Jump In the Fire,04:41.293,Metallica,Kill 'Em All,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Metallica/Kill 'Em All/04 Jump In the Fire.m4a
Just the Same,04:51.626,Prong,Beg to Differ,Thrash Metal,Hardcore Punk,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Prong/Beg To Differ/10 Just the Same.m4a
Khomaniac,06:42.760,Artillery,By Inheritance,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Artillery/By Inheritance/02 Khomaniac.m4a
Kick Over Your Traces,06:51.906,Headhunter,Parody of Life,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Headhunter/Parody of Life/04 Kick Over Your Traces.m4a
Kill Again,04:56.040,Slayer,Hell Awaits,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Slayer/Hell Awaits/02 Kill Again.m4a
Kill On Command,04:56,Vio-Lence,Eternal Nightmare,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Vio-Lence/Eternal Nightmare/07 Kill On Command.m4a
Killing Season,04:52.906,Testament,The Formation of Damnation,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Testament/The Formation of Damnation/08 Killing Season.m4a
Kindred Assembly,04:29.666,Deceased,Surreal Overdose,Thrash Metal,Death Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/_Deceased/_Surreal Overdose/02 Kindred Assembly.m4a
Korgüll the Exterminator,04:58.186,Voivod,Rrröööaaarrr,Thrash Metal,Speed Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Voivod/Rrröööaaarrr/01 Korgüll the Exterminator.m4a
Last Entertainment,03:59.106,Coroner,No More Color,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Coroner/No More Color/08 Last Entertainment.m4a
Leave Me Forever,04:28.080,Testament,The Formation of Damnation,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Testament/The Formation of Damnation/11 Leave Me Forever.m4a
Leave Me In Hell,03:36.493,Venom,Black Metal,Thrash Metal,Speed Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Venom/Black Metal/06 Leave Me In Hell.m4a
Leper Messiah,05:39.880,Metallica,Master of Puppets,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Metallica/Master of Puppets/06 Leper Messiah.m4a
Let Go of My World,03:47.200,Testament,The Ritual,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Testament/The Ritual/04 Let Go of My World.m4a
Let Your Mind Rot,04:15.013,Destruction,The Antichrist,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Destruction/The Antichrist/10 Let Your Mind Rot.m4a
Life In Bondage,05:25.840,Artillery,By Inheritance,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Artillery/By Inheritance/07 Life In Bondage.m4a
Life Is Pain,03:58.120,Détente,Recognize No Authority,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Détente/Recognize No Authority/07 Life Is Pain.m4a
Life Without Sense,06:18.680,Destruction,Eternal Devastation,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Destruction/Eternal Devastation/03 Life Without Sense.m4a
Life's Destroyer,02:57,Holy Moses,Finished With the Dogs,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Holy Moses/Finished With the Dogs/08 Life's Destroyer.m4a
Live and Burn,04:31.653,Deströyer 666,Wildfire,Thrash Metal,Black Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Deströyer 666/Wildfire/02 Live and Burn.m4a
Live Like an Angel,03:55.333,Venom,Welcome to Hell,Thrash Metal,Speed Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Venom/Welcome to Hell/06 Live Like an Angel.m4a
Live Undead,03:50.013,Slayer,South of Heaven,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Slayer/South of Heaven/03 Live Undead.m4a
Living In Chaos,05:24.800,Risk,The Daily Horror News,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Risk/The Daily Horror News/01 Living In Chaos.m4a
Losers,03:20.146,Détente,Recognize No Authority,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Détente/Recognize No Authority/01 Losers.m4a
